sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	4	1	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	4	1	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	2	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	2	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.61	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.61	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	0.09	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	0.09	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	36.49	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	36.49	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	19	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	19	0.74	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.08	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.08	0.59	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.86	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.86	0.01	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.59	0.2	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.59	0.2	0.93	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.59	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.59	0.4	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
sens_class	3	1	0.1	1.13	56.27	19	16	0.74	0.59	0.01	0.93	0.72	0.12	0.73	0.75	0.09	0.22	0.03	0.392	0.12	0.35	2.1	5.59	9	14	[34, 160, 149, 98, 68, 110, 157]	[0.32, 0.61, 0.44, 0.82, 0.02, 0.74, 0.34]	[0.41, 0.4, 0.1, 0.68, 0.14, 0.24, 0.62]
