sens_class	6.5	0.2	5	[2, 1, 2]
sens_class	6.5	0.2	5	[2, 1, 2]
sens_class	4.4	0.2	5	[2, 1, 2]
sens_class	4.4	0.2	5	[2, 1, 2]
sens_class	6.5	0.94	5	[2, 1, 2]
sens_class	6.5	0.94	5	[2, 1, 2]
sens_class	6.5	0.2	3	[2, 1, 2]
sens_class	6.5	0.2	3	[2, 1, 2]
sens_class	6.5	0.2	5	[1, 1, 2]
sens_class	6.5	0.2	5	[1, 1, 2]
sens_class	6.5	0.2	5	[2, 1, 2]
sens_class	6.5	0.2	5	[2, 1, 2]
sens_class	6.5	0.2	5	[2, 1, 1]
sens_class	6.5	0.2	5	[2, 1, 1]
sens_class	4.4	0.94	3	[1, 1, 1]
sens_class	4.4	0.94	3	[1, 1, 1]
sens_class	3.9	0.56	5	[1, 2, 1]
sens_class	3.9	0.56	5	[1, 2, 1]
sens_class	6.1	0.56	5	[1, 2, 1]
sens_class	6.1	0.56	5	[1, 2, 1]
sens_class	3.9	0.25	5	[1, 2, 1]
sens_class	3.9	0.25	5	[1, 2, 1]
sens_class	3.9	0.56	7	[1, 2, 1]
sens_class	3.9	0.56	7	[1, 2, 1]
sens_class	3.9	0.56	5	[2, 2, 1]
sens_class	3.9	0.56	5	[2, 2, 1]
sens_class	3.9	0.56	5	[1, 2, 1]
sens_class	3.9	0.56	5	[1, 2, 1]
sens_class	3.9	0.56	5	[1, 2, 2]
sens_class	3.9	0.56	5	[1, 2, 2]
sens_class	6.1	0.25	7	[2, 2, 2]
sens_class	6.1	0.25	7	[2, 2, 2]
sens_class	4.9	0.38	2	[2, 2, 1]
sens_class	4.9	0.38	2	[2, 2, 1]
sens_class	4.6	0.38	2	[2, 2, 1]
sens_class	4.6	0.38	2	[2, 2, 1]
sens_class	4.9	0.45	2	[2, 2, 1]
sens_class	4.9	0.45	2	[2, 2, 1]
sens_class	4.9	0.38	6	[2, 2, 1]
sens_class	4.9	0.38	6	[2, 2, 1]
sens_class	4.9	0.38	2	[2, 2, 1]
sens_class	4.9	0.38	2	[2, 2, 1]
sens_class	4.9	0.38	2	[2, 2, 1]
sens_class	4.9	0.38	2	[2, 2, 1]
sens_class	4.9	0.38	2	[2, 2, 2]
sens_class	4.9	0.38	2	[2, 2, 2]
sens_class	4.6	0.45	6	[2, 2, 2]
sens_class	4.6	0.45	6	[2, 2, 2]
sens_class	5.2	0.88	8	[1, 1, 2]
sens_class	5.2	0.88	8	[1, 1, 2]
sens_class	5.1	0.88	8	[1, 1, 2]
sens_class	5.1	0.88	8	[1, 1, 2]
sens_class	5.2	0.64	8	[1, 1, 2]
sens_class	5.2	0.64	8	[1, 1, 2]
sens_class	5.2	0.88	4	[1, 1, 2]
sens_class	5.2	0.88	4	[1, 1, 2]
sens_class	5.2	0.88	8	[1, 1, 2]
sens_class	5.2	0.88	8	[1, 1, 2]
sens_class	5.2	0.88	8	[1, 1, 2]
sens_class	5.2	0.88	8	[1, 1, 2]
sens_class	5.2	0.88	8	[1, 1, 1]
sens_class	5.2	0.88	8	[1, 1, 1]
sens_class	5.1	0.64	4	[1, 1, 1]
sens_class	5.1	0.64	4	[1, 1, 1]
